id;nome;estado_id;codigo_ibge;;;44;Nossa Senhora do Livramento Monsenhor Tabosa
2205;Ivolândia;9;11602;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ivolândia','11602','9');;
2206;Jacilândia Itapirapuã;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jacilândia Itapirapuã','0','9');;
2207;Jandaia;9;11701;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jandaia','11701','9');;
2208;Jaraguá;9;11800;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jaraguá','11800','9');;
2209;Jataí;9;11909;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jataí','11909','9');;
2210;Jaupaci;9;12006;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jaupaci','12006','9');;
2211;Jeroaquara Faina;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jeroaquara Faina','0','9');;
2212;Jesúpolis;9;12055;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jesúpolis','12055','9');;
2213;Joanápolis Anápolis;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Joanápolis Anápolis','0','9');;
2214;Joviânia;9;12105;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Joviânia','12105','9');;
2216;Juscelino Kubitschek Formoso;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juscelino Kubitschek Formoso','0','9');;
2217;Jussara;9;12204;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jussara','12204','9');;
2218;Lagoa do Bauzinho Rio Verde;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lagoa do Bauzinho Rio Verde','0','9');;
2219;Lagolândia Pirenópolis;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lagolândia Pirenópolis','0','9');;
2220;Leopoldo de Bulhões;9;12303;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Leopoldo de Bulhões','12303','9');;
2221;Lucilândia Montes Claros de Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lucilândia Montes Claros de Goiás','0','9');;
2222;Luziânia;9;12501;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Luziânia','12501','9');;
2223;Mairipotaba;9;12600;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mairipotaba','12600','9');;
2224;Mambaí;9;12709;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mambaí','12709','9');;
2225;Mara Rosa;9;12808;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mara Rosa','12808','9');;
2226;Marcianópolis Bom Jesus de Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Marcianópolis Bom Jesus de Goiás','0','9');;
2227;Marzagão;9;12907;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Marzagão','12907','9');;
2228;Matrinchã;9;12956;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Matrinchã','12956','9');;
2229;Maurilândia;9;13004;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Maurilândia','13004','9');;
2230;Meia Ponte Itumbiara;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Meia Ponte Itumbiara','0','9');;
2231;Messianópolis Moiporá;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Messianópolis Moiporá','0','9');;
2232;Mimoso de Goiás;9;13053;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mimoso de Goiás','13053','9');;
2233;Minaçu;9;13087;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Minaçu','13087','9');;
2234;Mineiros;9;13103;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mineiros','13103','9');;
2235;Moiporá;9;13400;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Moiporá','13400','9');;
2236;Monte Alegre de Goiás;9;13509;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Monte Alegre de Goiás','13509','9');;
2237;Montes Claros de Goiás;9;13707;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Montes Claros de Goiás','13707','9');;
2238;Montividiu;9;13756;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Montividiu','13756','9');;
2239;Montividiu do Norte;9;13772;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Montividiu do Norte','13772','9');;
2240;Morrinhos;9;13806;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Morrinhos','13806','9');;
2241;Morro Agudo de Goiás;9;13855;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Morro Agudo de Goiás','13855','9');;
2242;Mossâmedes;9;13905;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mossâmedes','13905','9');;
2243;Mozarlândia;9;14002;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mozarlândia','14002','9');;
2244;Mundo Novo;9;14051;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mundo Novo','14051','9');;
2245;Mutunópolis;9;14101;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mutunópolis','14101','9');;
2246;Natinópolis Goianésia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Natinópolis Goianésia','0','9');;
2247;Nazário;9;14408;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nazário','14408','9');;
2248;Nerópolis;9;14507;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nerópolis','14507','9');;
2249;Niquelândia;9;14606;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Niquelândia','14606','9');;
2250;Nova América;9;14705;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova América','14705','9');;
2251;Nova Aurora;9;14804;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Aurora','14804','9');;
2252;Nova Crixás;9;14838;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Crixás','14838','9');;
2253;Nova Glória;9;14861;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Glória','14861','9');;
2254;Nova Iguaçu de Goiás;9;14879;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Iguaçu de Goiás','14879','9');;
2255;Nova Roma;9;14903;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Roma','14903','9');;
2256;Nova Veneza;9;15009;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Veneza','15009','9');;
2257;Novo Brasil;9;15207;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Brasil','15207','9');;
2258;Novo Gama;9;15231;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Gama','15231','9');;
2259;Novo Planalto;9;15256;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Planalto','15256','9');;
2260;Olaria do Angico Itarumã;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Olaria do Angico Itarumã','0','9');;
2261;Olhos D Água Catalão;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Olhos D Água Catalão','0','9');;
2262;Orizona;9;15306;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Orizona','15306','9');;
2263;Ouro Verde de Goiás;9;15405;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ouro Verde de Goiás','15405','9');;
2264;Ouroana Rio Verde;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ouroana Rio Verde','0','9');;
2265;Ouvidor;9;15504;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ouvidor','15504','9');;
2266;Padre Bernardo;9;15603;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Padre Bernardo','15603','9');;
2267;Palestina de Goiás;9;15652;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Palestina de Goiás','15652','9');;
2268;Palmeiras de Goiás;9;15702;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Palmeiras de Goiás','15702','9');;
2269;Palmelo;9;15801;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Palmelo','15801','9');;
2270;Palminópolis;9;15900;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Palminópolis','15900','9');;
2271;Panamá;9;16007;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Panamá','16007','9');;
2272;Paranaiguara;9;16304;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paranaiguara','16304','9');;
2273;Paraúna;9;16403;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paraúna','16403','9');;
2274;Pau-Terra Campinorte;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pau-Terra Campinorte','0','9');;
2275;Pedra Branca Catalão;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pedra Branca Catalão','0','9');;
2276;Perolândia;9;16452;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Perolândia','16452','9');;
2277;Petrolina de Goiás;9;16809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Petrolina de Goiás','16809','9');;
2278;Pilar de Goiás;9;16908;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pilar de Goiás','16908','9');;
2279;Piloândia Israelândia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Piloândia Israelândia','0','9');;
2280;Piracanjuba;9;17104;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Piracanjuba','17104','9');;
2281;Piranhas;9;17203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Piranhas','17203','9');;
2282;Pirenópolis;9;17302;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pirenópolis','17302','9');;
2283;Pires Belo Catalão;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pires Belo Catalão','0','9');;
2284;Pires do Rio;9;17401;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pires do Rio','17401','9');;
2285;Planaltina;9;17609;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Planaltina','17609','9');;
2286;Pontalina;9;17708;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pontalina','17708','9');;
2287;Porangatu;9;18003;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porangatu','18003','9');;
2288;Porteirão;9;18052;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porteirão','18052','9');;
2289;Portelândia;9;18102;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Portelândia','18102','9');;
2290;Posse;9;18300;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Posse','18300','9');;
2291;Posse D Abadia Abadiânia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Posse D Abadia Abadiânia','0','9');;
2292;Professor Jamil;9;18391;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Professor Jamil','18391','9');;
2293;Quirinópolis;9;18508;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Quirinópolis','18508','9');;
2294;Registro do Araguaia Montes Claros de Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Registro do Araguaia Montes Claros de Goiás','0','9');;
2295;Rianápolis;9;18706;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rianápolis','18706','9');;
2297;Rio Quente;9;18789;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Quente','18789','9');;
2298;Rio Verde;9;18805;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Verde','18805','9');;
2299;Riverlândia Rio Verde;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Riverlândia Rio Verde','0','9');;
2300;Campo Limpo de Goiás;9;4854;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Campo Limpo de Goiás','4854','9');;
2301;Rosalândia São Luís de Montes Belos;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rosalândia São Luís de Montes Belos','0','9');;
2302;Rubiataba;9;18904;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rubiataba','18904','9');;
2303;Sanclerlândia;9;19001;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sanclerlândia','19001','9');;
2304;Santa Bárbara de Goiás;9;19100;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Bárbara de Goiás','19100','9');;
2305;Santa Cruz das Lajes Rio Verde;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Cruz das Lajes Rio Verde','0','9');;
2306;Santa Cruz de Goiás;9;19209;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Cruz de Goiás','19209','9');;
2307;Santa Fé de Goiás;9;19258;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Fé de Goiás','19258','9');;
2308;Santa Helena de Goiás;9;19308;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Helena de Goiás','19308','9');;
2309;Santa Isabel;9;19357;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Isabel','19357','9');;
2310;Santa Rita do Araguaia;9;19407;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rita do Araguaia','19407','9');;
2311;Santa Rita do Novo Destino;9;19456;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rita do Novo Destino','19456','9');;
2312;Santa Rosa Formosa;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rosa Formosa','0','9');;
2313;Santa Rosa de Goiás;9;19506;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rosa de Goiás','19506','9');;
2314;Santa Tereza de Goiás;9;19605;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Tereza de Goiás','19605','9');;
2315;Santa Terezinha de Goiás;9;19704;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Terezinha de Goiás','19704','9');;
2316;Santo Antônio da Barra;9;19712;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio da Barra','19712','9');;
2317;Santo Antônio de Goiás;9;19738;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio de Goiás','19738','9');;
2318;Santo Antônio do Descoberto;9;19753;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio do Descoberto','19753','9');;
2319;Santo Antônio do Rio Verde Catalão;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio do Rio Verde Catalão','0','9');;
2320;São Domingos;9;19803;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Domingos','19803','9');;
2321;São Francisco de Goiás;9;19902;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Francisco de Goiás','19902','9');;
2322;São Gabriel de Goiás Planaltina de Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Gabriel de Goiás Planaltina de Goiás','0','9');;
2323;São João Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João Goiás','0','9');;
2324;São João D Aliança;9;20009;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João D Aliança','20009','9');;
2325;São João da Paraúna;9;20058;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São João da Paraúna','20058','9');;
2326;São Luís de Montes Belos;9;20108;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Luís de Montes Belos','20108','9');;
2327;São Luiz do Norte;9;20157;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Luiz do Norte','20157','9');;
2328;São Luiz do Tocantins Niquelândia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Luiz do Tocantins Niquelândia','0','9');;
2329;São Miguel do Araguaia;9;20207;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Miguel do Araguaia','20207','9');;
2330;São Miguel do Passa Quatro;9;20264;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Miguel do Passa Quatro','20264','9');;
2331;São Patrício;9;20280;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Patrício','20280','9');;
2332;São Sebastião do Rio Claro Jussara;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Sebastião do Rio Claro Jussara','0','9');;
2333;São Simão;9;20405;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Simão','20405','9');;
2334;São Vicente Anápolis;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Vicente Anápolis','0','9');;
2335;Sarandi Itumbiara;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sarandi Itumbiara','0','9');;
2336;Senador Canedo;9;20454;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Senador Canedo','20454','9');;
2337;Serra Dourada Fazenda Nova;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serra Dourada Fazenda Nova','0','9');;
2338;Serranópolis;9;20504;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serranópolis','20504','9');;
2339;Silvânia;9;20603;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Silvânia','20603','9');;
2340;Simolândia;9;20686;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Simolândia','20686','9');;
2341;Sítio D Abadia;9;20702;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sítio D Abadia','20702','9');;
2342;Sousânia Anápolis;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sousânia Anápolis','0','9');;
2343;Taquaral de Goiás;9;21007;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Taquaral de Goiás','21007','9');;
2344;Taveira Niquelândia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Taveira Niquelândia','0','9');;
2345;Teresina de Goiás;9;21080;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Teresina de Goiás','21080','9');;
2346;Terezópolis de Goiás;9;21197;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Terezópolis de Goiás','21197','9');;
2347;Lagoa Santa;9;12253;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lagoa Santa','12253','9');;
2348;Três Ranchos;9;21304;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Três Ranchos','21304','9');;
2349;Trindade;9;21403;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Trindade','21403','9');;
2350;Trombas;9;21452;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Trombas','21452','9');;
2351;Tupiracaba Niquelândia;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tupiracaba Niquelândia','0','9');;
2352;Turvânia;9;21502;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Turvânia','21502','9');;
2353;Turvelândia;9;21551;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Turvelândia','21551','9');;
2354;Uirapuru;9;21577;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uirapuru','21577','9');;
2355;Uruaçu;9;21601;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uruaçu','21601','9');;
2356;Uruana;9;21700;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uruana','21700','9');;
2357;Uruita Uruana;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uruita Uruana','0','9');;
2358;Urutaí;9;21809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Urutaí','21809','9');;
2359;Uvá Goiás;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Uvá Goiás','0','9');;
2360;Valdelândia Rubiataba;9;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Valdelândia Rubiataba','0','9');;
2361;Valparaíso de Goiás;9;21858;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Valparaíso de Goiás','21858','9');;
2362;Varjão;9;21908;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Varjão','21908','9');;
2363;Vianópolis;9;22005;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vianópolis','22005','9');;
2364;Vicentinópolis;9;22054;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vicentinópolis','22054','9');;
2365;Vila Boa;9;22203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Boa','22203','9');;
2367;Vila Propício;9;22302;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Propício','22302','9');;
